Problem1,InitialLB,Initial UB,Best Solution,Is Optimal,ERR,Run time
,7921,7921,7921,1,0,0
,7921,7921,7921,1,0,0
,7921,7921,7921,1,0,0
,Problem233,,,,,
,7718,7718,7718,1,0,0
,7718,7718,7718,1,0,0
,7718,7718,7718,1,0,0
,Problem234,,,,,
,7642,7642,7642,1,0,0
,7642,7642,7642,1,0,0
,7642,7642,7642,1,0,0
,Problem235,,,,,
,7728,7728,7728,1,0,0
,7728,7728,7728,1,0,0
,7728,7728,7728,1,0,0
,Problem236,,,,,
,7878,7878,7878,1,0,0
,7878,7878,7878,1,0,0
,7878,7878,7878,1,0,0
,Problem237,,,,,
,7740,7740,7740,1,0,0
,7740,7740,7740,1,0,0
