Problem1,InitialLB,Initial UB,Best Solution,Is Optimal,ERR,Run time
,9509,9509,9509,1,0,0
,9509,9509,9509,1,0,0
,9509,9509,9509,1,0,0
,Problem201,,,,,
,9379,9379,9379,1,0,0
,9379,9379,9379,1,0,0
,9379,9379,9379,1,0,0
,Problem202,,,,,
,9245,9245,9245,1,0,0
,9245,9245,9245,1,0,0
,9245,9245,9245,1,0,0
,Problem203,,,,,
,9331,9331,9331,1,0,0
,9331,9331,9331,1,0,0
,9331,9331,9331,1,0,0
,Problem204,,,,,
,9553,9553,9553,1,0,0
,9553,9553,9553,1,0,0
,9553,9553,9553,1,0,0
,Problem205,,,,,
,9106,9106,9106,1,0,0
,9106,9106,9106,1,0,0
,9106,9106,9106,1,0,0
,Problem206,,,,,
,9225,9225,9225,1,0,0
,9225,9225,9225,1,0,0
,9225,9225,9225,1,0,0
,Problem207,,,,,
,9292,9310,9292,1,0,0.063
,9292,9310,9292,1,0,0.063
,9292,9310,9292,1,0,0.03
,Problem208,,,,,
,9318,9318,9318,1,0,0
,9318,9318,9318,1,0,0
,9318,9318,9318,1,0,0
,Problem209,,,,,
,9738,9738,9738,1,0,0
,9738,9738,9738,1,0,0
,9738,9738,9738,1,0,0
,Problem210,,,,,
,9217,9217,9217,1,0,0
,9217,9217,9217,1,0,0
,9217,9217,9217,1,0,0
,Problem211,,,,,
,9318,9318,9318,1,0,0
,9318,9318,9318,1,0,0
,9318,9318,9318,1,0,0
,Problem212,,,,,
,9548,9548,9548,1,0,0
,9548,9548,9548,1,0,0
,9548,9548,9548,1,0,0
,Problem213,,,,,
,9203,9203,9203,1,0,0
,9203,9203,9203,1,0,0
,9203,9203,9203,1,0,0
,Problem214,,,,,
,10130,10130,10130,1,0,0
,10130,10130,10130,1,0,0
,10130,10130,10130,1,0,0
,Problem215,,,,,
,9489,9489,9489,1,0,0
,9489,9489,9489,1,0,0
,9489,9489,9489,1,0,0
,Problem216,,,,,
,9873,9873,9873,1,0,0
,9873,9873,9873,1,0,0
,9873,9873,9873,1,0,0
,Problem217,,,,,
,10061,10070,10061,1,0,0.036
,10061,10070,10061,1,0,0.031
,10061,10070,10061,1,0,0.017
,Problem218,,,,,
,9446,9453,9446,1,0,0.039
,9446,9453,9446,1,0,0.038
,9446,9453,9446,1,0,0.037
,Problem219,,,,,
,9585,9619,9598,1,0,0.118
,9585,9619,9598,1,0,0.103
,9585,9619,9598,1,0,0.077
,Problem220,,,,,
,9450,9488,9451,0,0.00010582,120
,9450,9488,9451,0,0.00010582,120
,9450,9488,9451,0,0.00010582,24.256
,Problem221,,,,,
,9544,9575,9544,1,0,0.166
,9544,9575,9544,1,0,0.134
,9544,9575,9544,1,0,0.084
,Problem222,,,,,
,9723,9723,9723,1,0,0
,9723,9723,9723,1,0,0
,9723,9723,9723,1,0,0
,Problem223,,,,,
,9964,9964,9964,1,0,0
,9964,9964,9964,1,0,0
,9964,9964,9964,1,0,0
,Problem224,,,,,
,9515,9515,9515,1,0,0
,9515,9515,9515,1,0,0
,9515,9515,9515,1,0,0
,Problem225,,,,,
,9876,9876,9876,1,0,0
,9876,9876,9876,1,0,0
,9876,9876,9876,1,0,0
,Problem226,,,,,
,9762,9762,9762,1,0,0
,9762,9762,9762,1,0,0
,9762,9762,9762,1,0,0
,Problem227,,,,,
,9482,9515,9482,1,0,0.065
,9482,9515,9482,1,0,0.065
,9482,9515,9482,1,0,0.032
,Problem228,,,,,
,9181,9181,9181,1,0,0
,9181,9181,9181,1,0,0
,9181,9181,9181,1,0,0
